id,offense,offense_conference,defense,defense_conference,offense_score,defense_score,drive_id,period,clock.minutes,clock.seconds,yard_line,down,distance,yards_gained,play_type,play_text
401012889102934406,Western Michigan,Mid-American,Michigan,Big Ten,0,35,40101288912,2,6,55,33,3,2,10,Pass Reception,Jon Wassink pass complete to D'Wayne Eskridge for 10 yds to the WMich 43 for a 1ST down
401012889102934412,Western Michigan,Mid-American,Michigan,Big Ten,0,35,40101288912,2,6,55,37,4,16,0,Punt,"Nick Mihalic punt for 44 yds , Donovan Peoples-Jones returns for no gain to the Mich 14 Donovan Peoples-Jones fumbled, recovered by Mich Donovan Peoples-Jones"
401012889102934411,Western Michigan,Mid-American,Michigan,Big Ten,0,35,40101288912,2,6,55,42,4,11,-5,Penalty,"WESTRN MICHIGAN Penalty, delay of game (-5 Yards) to the WMich 37"
401012889102968203,Michigan,Big Ten,Western Michigan,Mid-American,35,0,40101288913,2,3,17,20,3,4,14,Pass Reception,Shea Patterson pass complete to Donovan Peoples-Jones for 14 yds to the Mich 34 for a 1ST down
401012889102968204,Michigan,Big Ten,Western Michigan,Mid-American,35,0,40101288913,2,3,17,34,1,10,-1,Rush,Chris Evans run for a loss of 1 yard to the Mich 33
401012889102968207,Michigan,Big Ten,Western Michigan,Mid-American,35,0,40101288913,2,3,17,39,4,5,10,Punt,"Will Hart punt for 58 yds , Tyron Arnett returns for 10 yds to the WMich 13"
401012889102968202,Michigan,Big Ten,Western Michigan,Mid-American,35,0,40101288913,2,3,17,16,2,8,4,Rush,Karan Higdon run for 4 yds to the Mich 20
401012889102968201,Michigan,Big Ten,Western Michigan,Mid-American,35,0,40101288913,2,3,17,14,1,10,2,Rush,Karan Higdon run for 2 yds to the Mich 16
401012889102968206,Michigan,Big Ten,Western Michigan,Mid-American,35,0,40101288913,2,3,17,39,3,5,0,Pass Incompletion,Shea Patterson pass incomplete to Sean McKeon
401012889102968205,Michigan,Big Ten,Western Michigan,Mid-American,35,0,40101288913,2,3,17,33,2,11,6,Pass Reception,Shea Patterson pass complete to Sean McKeon for 6 yds to the Mich 39
401012889102998002,Western Michigan,Mid-American,Michigan,Big Ten,0,35,40101288914,2,,,0,0,10,0,End of Half,End of 2nd Quarter
401012889102998001,Western Michigan,Mid-American,Michigan,Big Ten,0,35,40101288914,2,,19,13,1,10,6,Rush,LeVante Bellamy run for 6 yds to the WMich 19
401012889103877102,Western Michigan,Mid-American,Michigan,Big Ten,0,35,40101288915,3,12,28,47,4,1,0,Rush,LeVante Bellamy run for no gain to the WMich 47
401012889103877101,Western Michigan,Mid-American,Michigan,Big Ten,0,35,40101288915,3,12,28,47,4,1,0,Timeout,"Timeout WESTRN MICHIGAN, clock 12:28"
401012889103849907,Western Michigan,Mid-American,Michigan,Big Ten,0,35,40101288915,3,15,,41,3,7,6,Rush,Jon Wassink run for 6 yds to the WMich 47
401012889103849906,Western Michigan,Mid-American,Michigan,Big Ten,0,35,40101288915,3,15,,41,2,7,0,Pass Incompletion,Jon Wassink pass incomplete to LeVante Bellamy
401012889103849905,Western Michigan,Mid-American,Michigan,Big Ten,0,35,40101288915,3,15,,38,1,10,3,Pass Reception,Jon Wassink pass complete to Drake Harris for 3 yds to the WMich 41
401012889103849904,Western Michigan,Mid-American,Michigan,Big Ten,0,35,40101288915,3,15,,34,2,1,4,Pass Reception,Jon Wassink pass complete to Odell Miller for 4 yds to the WMich 38 for a 1ST down
401012889103849903,Western Michigan,Mid-American,Michigan,Big Ten,0,35,40101288915,3,15,,25,1,10,9,Rush,LeVante Bellamy run for 9 yds to the WMich 34
401012889103849902,Michigan,Big Ten,Western Michigan,Mid-American,35,0,40101288915,3,15,,35,2,4,0,Kickoff,Jake Moody kickoff for 65 yds for a touchback
401012889103905501,Michigan,Big Ten,Western Michigan,Mid-American,35,0,40101288916,3,9,44,22,4,8,40,Field Goal Missed,Quinn Nordin 40 yd FG MISSED
401012889103877605,Michigan,Big Ten,Western Michigan,Mid-American,35,0,40101288916,3,12,23,25,3,11,3,Pass Reception,Shea Patterson pass complete to Tru Wilson for 3 yds to the WMich 22
401012889103877601,Michigan,Big Ten,Western Michigan,Mid-American,35,0,40101288916,3,12,23,47,1,10,5,Rush,Chris Evans run for 5 yds to the WMich 42
401012889103877602,Michigan,Big Ten,Western Michigan,Mid-American,35,0,40101288916,3,12,23,42,2,5,18,Rush,Chris Evans run for 18 yds to the WMich 24 for a 1ST down
401012889103877604,Michigan,Big Ten,Western Michigan,Mid-American,35,0,40101288916,3,12,23,25,2,11,0,Pass Incompletion,Shea Patterson pass incomplete
401012889103877603,Michigan,Big Ten,Western Michigan,Mid-American,35,0,40101288916,3,12,23,24,1,10,-1,Rush,Chris Evans run for a loss of 1 yard to the WMich 25
